Name;Location;Audience;Audience_Qaulity;Price1;Post_kind1;Price2;Post_kind2;Price3;Post_kind3;Price4;Post_kind4
Катерина;Санкт-Петербург, Россия;2 145;<span>22%</span>;1 073 ₽;Пост + Stories;536 ₽;Серия Stories (3-5);751 ₽;Пост в ленте;321 ₽;Stories
Елизавета;Петрозаводск, Россия;20 925;<span>28%</span>;7 798 ₽;Пост + Stories;3 899 ₽;Серия Stories (3-5);5 458 ₽;Пост в ленте;2 339 ₽;Stories
Яна;Москва, Россия;117 245;<span>40%</span>;29 087 ₽;Пост + Stories;14 543 ₽;Серия Stories (3-5);20 360 ₽;Пост в ленте;8 726 ₽;Stories
Валерия;Москва, Россия;783;<span>26%</span>;392 ₽;Пост + Stories;196 ₽;Серия Stories (3-5);274 ₽;Пост в ленте;117 ₽;Stories
Юлия;Москва, Россия;1 080;<span>27%</span>;540 ₽;Пост + Stories;270 ₽;Серия Stories (3-5);378 ₽;Пост в ленте;162 ₽;Stories
Виктория;Москва, Россия;3 668;<span>23%</span>;1 834 ₽;Пост + Stories;917 ₽;Серия Stories (3-5);1 283 ₽;Пост в ленте;550 ₽;Stories
Julia;Санкт-Петербург, Россия;1 170;<span>16%</span>;585 ₽;Пост + Stories;292 ₽;Серия Stories (3-5);409 ₽;Пост в ленте;175 ₽;Stories
Дарья;Хабаровск, Россия;2 301;<span>21%</span>;1 151 ₽;Пост + Stories;575 ₽;Серия Stories (3-5);805 ₽;Пост в ленте;345 ₽;Stories
Маргарита;Санкт-Петербург, Россия;727;<span>23%</span>;364 ₽;Пост + Stories;182 ₽;Серия Stories (3-5);254 ₽;Пост в ленте;109 ₽;Stories
Екатерина;Волгоград, Россия;2 144;<span>21%</span>;1 072 ₽;Пост + Stories;536 ₽;Серия Stories (3-5);750 ₽;Пост в ленте;321 ₽;Stories
Лаура;Москва, Россия;7 548;<span>21%</span>;3 389 ₽;Пост + Stories;1 694 ₽;Серия Stories (3-5);2 372 ₽;Пост в ленте;1 016 ₽;Stories
Евгения;Санкт-Петербург, Россия;1 935;<span>31%</span>;968 ₽;Пост + Stories;484 ₽;Серия Stories (3-5);677 ₽;Пост в ленте;290 ₽;Stories
Ekaterina;Москва, Россия;32 631;<span>28%</span>;11 206 ₽;Пост + Stories;5 603 ₽;Серия Stories (3-5);7 844 ₽;Пост в ленте;3 361 ₽;Stories
Екатерина;Казань, Россия;2 079;<span>30%</span>;1 040 ₽;Пост + Stories;520 ₽;Серия Stories (3-5);728 ₽;Пост в ленте;312 ₽;Stories
Полина;Иркутск, Россия;1 092;<span>23%</span>;546 ₽;Пост + Stories;273 ₽;Серия Stories (3-5);382 ₽;Пост в ленте;163 ₽;Stories
Кристина;Санкт-Петербург, Россия;1 867;<span>38%</span>;934 ₽;Пост + Stories;467 ₽;Серия Stories (3-5);653 ₽;Пост в ленте;280 ₽;Stories
Екатерина;Челябинск, Россия;4 957;<span>34%</span>;2 479 ₽;Пост + Stories;1 239 ₽;Серия Stories (3-5);1 735 ₽;Пост в ленте;743 ₽;Stories
Ульяна;Екатеринбург, Россия;2 323;<span>17%</span>;1 162 ₽;Пост + Stories;581 ₽;Серия Stories (3-5);813 ₽;Пост в ленте;348 ₽;Stories
Алина;Санкт-Петербург, Россия;2 686;<span>24%</span>;1 343 ₽;Пост + Stories;671 ₽;Серия Stories (3-5);940 ₽;Пост в ленте;402 ₽;Stories
Елена;Москва, Россия;12 559;<span>17%</span>;4 943 ₽;Пост + Stories;2 471 ₽;Серия Stories (3-5);3 460 ₽;Пост в ленте;1 482 ₽;Stories
Ангелина;Самара, Россия;892;<span>25%</span>;446 ₽;Пост + Stories;223 ₽;Серия Stories (3-5);312 ₽;Пост в ленте;133 ₽;Stories
Артур;Казань, Россия;10 010;<span>41%</span>;4 004 ₽;Пост + Stories;2 002 ₽;Серия Stories (3-5);2 802 ₽;Пост в ленте;1 201 ₽;Stories
Георгий;Краснодар, Россия;3 521;<span>20%</span>;1 761 ₽;Пост + Stories;880 ₽;Серия Stories (3-5);1 232 ₽;Пост в ленте;528 ₽;Stories
Света;Муром, Россия;2 311;<span>26%</span>;1 156 ₽;Пост + Stories;578 ₽;Серия Stories (3-5);809 ₽;Пост в ленте;346 ₽;Stories
Евгения;Санкт-Петербург, Россия;3 551;<span>31%</span>;1 776 ₽;Пост + Stories;888 ₽;Серия Stories (3-5);1 243 ₽;Пост в ленте;532 ₽;Stories
Виктория;Санкт-Петербург, Россия;3 188;<span>26%</span>;1 594 ₽;Пост + Stories;797 ₽;Серия Stories (3-5);1 115 ₽;Пост в ленте;478 ₽;Stories
Анастасия;Йошкар-Ола, Россия;577;<span>20%</span>;289 ₽;Пост + Stories;144 ₽;Серия Stories (3-5);202 ₽;Пост в ленте;86 ₽;Stories
Кристина;Ханты-Мансийск, Россия;6 214;<span>39%</span>;2 956 ₽;Пост + Stories;1 478 ₽;Серия Stories (3-5);2 069 ₽;Пост в ленте;886 ₽;Stories
Дарья;Ростов-на-Дону, Россия;2 611;<span>12%</span>;1 306 ₽;Пост + Stories;653 ₽;Серия Stories (3-5);914 ₽;Пост в ленте;391 ₽;Stories
Elena;Москва, Россия;15 503;<span>13%</span>;5 988 ₽;Пост + Stories;2 994 ₽;Серия Stories (3-5);4 191 ₽;Пост в ленте;1 796 ₽;Stories
Анастасия;Москва, Россия;11 701;<span>22%</span>;4 631 ₽;Пост + Stories;2 315 ₽;Серия Stories (3-5);3 241 ₽;Пост в ленте;1 389 ₽;Stories
Мария;Санкт-Петербург, Россия;59 090;<span>49%</span>;17 190 ₽;Пост + Stories;8 595 ₽;Серия Stories (3-5);12 033 ₽;Пост в ленте;5 157 ₽;Stories
Юлия;Саранск, Россия;926;<span>20%</span>;463 ₽;Пост + Stories;231 ₽;Серия Stories (3-5);324 ₽;Пост в ленте;138 ₽;Stories
Ангелина;Москва, Россия;2 226;<span>21%</span>;1 113 ₽;Пост + Stories;556 ₽;Серия Stories (3-5);779 ₽;Пост в ленте;333 ₽;Stories
Анастасия;Санкт-Петербург, Россия;3 419;<span>13%</span>;1 710 ₽;Пост + Stories;855 ₽;Серия Stories (3-5);1 197 ₽;Пост в ленте;513 ₽;Stories
Анна;Москва, Россия;6 951;<span>18%</span>;3 204 ₽;Пост + Stories;1 602 ₽;Серия Stories (3-5);2 242 ₽;Пост в ленте;961 ₽;Stories
Наталья;Саратов, Россия;791;<span>13%</span>;396 ₽;Пост + Stories;198 ₽;Серия Stories (3-5);277 ₽;Пост в ленте;118 ₽;Stories
Александра;Сочи, Россия;1 528;<span>36%</span>;764 ₽;Пост + Stories;382 ₽;Серия Stories (3-5);534 ₽;Пост в ленте;229 ₽;Stories
Татьяна;Краснодар, Россия;1 837;<span>25%</span>;919 ₽;Пост + Stories;459 ₽;Серия Stories (3-5);643 ₽;Пост в ленте;275 ₽;Stories
Арина;Самара, Россия;1 790;<span>43%</span>;895 ₽;Пост + Stories;447 ₽;Серия Stories (3-5);626 ₽;Пост в ленте;268 ₽;Stories
Анастасия;Санкт-Петербург, Россия;4 196;<span>23%</span>;2 098 ₽;Пост + Stories;1 049 ₽;Серия Stories (3-5);1 468 ₽;Пост в ленте;629 ₽;Stories
Мария;Санкт-Петербург, Россия;36 583;<span>12%</span>;12 202 ₽;Пост + Stories;6 101 ₽;Серия Stories (3-5);8 541 ₽;Пост в ленте;3 660 ₽;Stories
Мила;Тула, Россия;19 878;<span>13%</span>;7 460 ₽;Пост + Stories;3 730 ₽;Серия Stories (3-5);5 222 ₽;Пост в ленте;2 238 ₽;Stories
Анастасия;Волгоград, Россия;1 663;<span>15%</span>;832 ₽;Пост + Stories;416 ₽;Серия Stories (3-5);582 ₽;Пост в ленте;249 ₽;Stories
Таня;Королёв, Россия;2 404;<span>27%</span>;1 202 ₽;Пост + Stories;601 ₽;Серия Stories (3-5);841 ₽;Пост в ленте;360 ₽;Stories
Артём;Москва, Россия;1 326;<span>41%</span>;663 ₽;Пост + Stories;331 ₽;Серия Stories (3-5);464 ₽;Пост в ленте;198 ₽;Stories
Екатерина;Тюмень, Россия;525;<span>18%</span>;263 ₽;Пост + Stories;131 ₽;Серия Stories (3-5);184 ₽;Пост в ленте;78 ₽;Stories
Анна;Оренбург, Россия;3 223;<span>29%</span>;1 612 ₽;Пост + Stories;806 ₽;Серия Stories (3-5);1 128 ₽;Пост в ленте;483 ₽;Stories
Катя;Москва, Россия;21 007;<span>40%</span>;7 512 ₽;Пост + Stories;3 756 ₽;Серия Stories (3-5);5 258 ₽;Пост в ленте;2 253 ₽;Stories
Елена;Томск, Россия;4 424;<span>39%</span>;2 212 ₽;Пост + Stories;1 106 ₽;Серия Stories (3-5);1 548 ₽;Пост в ленте;663 ₽;Stories
Надя;Новосибирск, Россия;7 642;<span>17%</span>;3 417 ₽;Пост + Stories;1 708 ₽;Серия Stories (3-5);2 391 ₽;Пост в ленте;1 025 ₽;Stories
Ирина;Невинномысск, Россия;24 003;<span>28%</span>;8 761 ₽;Пост + Stories;4 380 ₽;Серия Stories (3-5);6 132 ₽;Пост в ленте;2 628 ₽;Stories
Ксения;Владивосток, Россия;942;<span>17%</span>;471 ₽;Пост + Stories;235 ₽;Серия Stories (3-5);329 ₽;Пост в ленте;141 ₽;Stories
Ольга;Курск, Россия;959;<span>32%</span>;480 ₽;Пост + Stories;240 ₽;Серия Stories (3-5);336 ₽;Пост в ленте;144 ₽;Stories
Ксения;Новосибирск, Россия;1 888;<span>24%</span>;944 ₽;Пост + Stories;472 ₽;Серия Stories (3-5);660 ₽;Пост в ленте;283 ₽;Stories
Макс;Казань, Россия;2 073;<span>12%</span>;1 037 ₽;Пост + Stories;518 ₽;Серия Stories (3-5);725 ₽;Пост в ленте;311 ₽;Stories
Arina;Москва, Россия;2 121;<span>29%</span>;1 061 ₽;Пост + Stories;530 ₽;Серия Stories (3-5);742 ₽;Пост в ленте;318 ₽;Stories
Татьяна;Новосибирск, Россия;44 494;<span>40%</span>;13 961 ₽;Пост + Stories;6 980 ₽;Серия Stories (3-5);9 772 ₽;Пост в ленте;4 188 ₽;Stories
Константин;Москва, Россия;5 596;<span>38%</span>;2 731 ₽;Пост + Stories;1 365 ₽;Серия Stories (3-5);1 911 ₽;Пост в ленте;819 ₽;Stories
Юрий;Санкт-Петербург, Россия;20 539;<span>14%</span>;7 676 ₽;Пост + Stories;3 838 ₽;Серия Stories (3-5);5 373 ₽;Пост в ленте;2 302 ₽;Stories
Виталий;Москва, Россия;52 101;<span>25%</span>;15 521 ₽;Пост + Stories;7 760 ₽;Серия Stories (3-5);10 864 ₽;Пост в ленте;4 656 ₽;Stories
Aleksandra;Санкт-Петербург, Россия;522;<span>16%</span>;261 ₽;Пост + Stories;130 ₽;Серия Stories (3-5);182 ₽;Пост в ленте;78 ₽;Stories
Ольга;Санкт-Петербург, Россия;812;<span>19%</span>;406 ₽;Пост + Stories;203 ₽;Серия Stories (3-5);284 ₽;Пост в ленте;121 ₽;Stories
Юлия;Новокузнецк, Россия;2 195;<span>29%</span>;1 098 ₽;Пост + Stories;549 ₽;Серия Stories (3-5);768 ₽;Пост в ленте;329 ₽;Stories
Aizilya;Казань, Россия;3 379;<span>17%</span>;1 690 ₽;Пост + Stories;845 ₽;Серия Stories (3-5);1 183 ₽;Пост в ленте;507 ₽;Stories
Юлия;Москва, Россия;89 645;<span>20%</span>;23 340 ₽;Пост + Stories;11 670 ₽;Серия Stories (3-5);16 337 ₽;Пост в ленте;7 002 ₽;Stories
Мария;Белгород, Россия;6 929;<span>33%</span>;3 197 ₽;Пост + Stories;1 598 ₽;Серия Stories (3-5);2 237 ₽;Пост в ленте;959 ₽;Stories
Виктория;Ульяновск, Россия;1 770;<span>12%</span>;885 ₽;Пост + Stories;442 ₽;Серия Stories (3-5);619 ₽;Пост в ленте;265 ₽;Stories
Яна;Екатеринбург, Россия;1 983;<span>17%</span>;992 ₽;Пост + Stories;496 ₽;Серия Stories (3-5);694 ₽;Пост в ленте;297 ₽;Stories
Алина;Санкт-Петербург, Россия;4 423;<span>11%</span>;2 212 ₽;Пост + Stories;1 106 ₽;Серия Stories (3-5);1 548 ₽;Пост в ленте;663 ₽;Stories
Анна;Краснодар, Россия;5 479;<span>21%</span>;2 687 ₽;Пост + Stories;1 343 ₽;Серия Stories (3-5);1 880 ₽;Пост в ленте;806 ₽;Stories
Ольга;Москва, Россия;48 965;<span>26%</span>;14 816 ₽;Пост + Stories;7 408 ₽;Серия Stories (3-5);10 371 ₽;Пост в ленте;4 444 ₽;Stories
Арина;Нижний Новгород, Россия;4 913;<span>22%</span>;2 457 ₽;Пост + Stories;1 228 ₽;Серия Stories (3-5);1 719 ₽;Пост в ленте;737 ₽;Stories
Ольга;Москва, Россия;591;<span>19%</span>;296 ₽;Пост + Stories;148 ₽;Серия Stories (3-5);207 ₽;Пост в ленте;88 ₽;Stories
Зоя;Краснодар, Россия;2 280;<span>23%</span>;1 140 ₽;Пост + Stories;570 ₽;Серия Stories (3-5);798 ₽;Пост в ленте;342 ₽;Stories
Елена;Челябинск, Россия;13 895;<span>36%</span>;5 423 ₽;Пост + Stories;2 711 ₽;Серия Stories (3-5);3 796 ₽;Пост в ленте;1 626 ₽;Stories
Анна;Ижевск, Россия;1 203;<span>20%</span>;602 ₽;Пост + Stories;301 ₽;Серия Stories (3-5);421 ₽;Пост в ленте;180 ₽;Stories
Светлана;Нижний Новгород, Россия;1 223;<span>21%</span>;612 ₽;Пост + Stories;306 ₽;Серия Stories (3-5);428 ₽;Пост в ленте;183 ₽;Stories
Оксана;Москва, Россия;7 906;<span>25%</span>;3 494 ₽;Пост + Stories;1 747 ₽;Серия Stories (3-5);2 445 ₽;Пост в ленте;1 048 ₽;Stories
Алена;Москва, Россия;9 642;<span>31%</span>;3 926 ₽;Пост + Stories;1 963 ₽;Серия Stories (3-5);2 748 ₽;Пост в ленте;1 177 ₽;Stories
Илья;Краснодар, Россия;1 495;<span>19%</span>;748 ₽;Пост + Stories;374 ₽;Серия Stories (3-5);523 ₽;Пост в ленте;224 ₽;Stories
Пётр;Ростов-на-Дону, Россия;1 840;<span>23%</span>;828 ₽;Пост + Stories;414 ₽;Серия Stories (3-5);579 ₽;Пост в ленте;248 ₽;Stories
Аня;Санкт-Петербург, Россия;9 089;<span>21%</span>;3 801 ₽;Пост + Stories;1 900 ₽;Серия Stories (3-5);2 660 ₽;Пост в ленте;1 140 ₽;Stories
Юлия;Москва, Россия;877;<span>22%</span>;439 ₽;Пост + Stories;219 ₽;Серия Stories (3-5);307 ₽;Пост в ленте;131 ₽;Stories
Мария;Екатеринбург, Россия;114 829;<span>34%</span>;28 518 ₽;Пост + Stories;14 259 ₽;Серия Stories (3-5);19 962 ₽;Пост в ленте;8 555 ₽;Stories
Татьяна;Новосибирск, Россия;1 241;<span>36%</span>;621 ₽;Пост + Stories;310 ₽;Серия Stories (3-5);434 ₽;Пост в ленте;186 ₽;Stories
Анна;Иркутск, Россия;10 928;<span>36%</span>;4 346 ₽;Пост + Stories;2 173 ₽;Серия Stories (3-5);3 042 ₽;Пост в ленте;1 303 ₽;Stories
Анастасия;Санкт-Петербург, Россия;2 975;<span>23%</span>;1 488 ₽;Пост + Stories;744 ₽;Серия Stories (3-5);1 041 ₽;Пост в ленте;446 ₽;Stories
Светлана;Нижний Новгород, Россия;723;<span>18%</span>;362 ₽;Пост + Stories;181 ₽;Серия Stories (3-5);253 ₽;Пост в ленте;108 ₽;Stories
Елена;Краснодар, Россия;6 437;<span>19%</span>;3 034 ₽;Пост + Stories;1 517 ₽;Серия Stories (3-5);2 123 ₽;Пост в ленте;910 ₽;Stories
Яков;Москва, Россия;7 314;<span>36%</span>;3 319 ₽;Пост + Stories;1 659 ₽;Серия Stories (3-5);2 323 ₽;Пост в ленте;995 ₽;Stories
Марина;Новосибирск, Россия;6 688;<span>38%</span>;2 170 ₽;Пост + Stories;1 085 ₽;Серия Stories (3-5);1 519 ₽;Пост в ленте;651 ₽;Stories
Злата;Москва, Россия;25 847;<span>40%</span>;9 315 ₽;Пост + Stories;4 657 ₽;Серия Stories (3-5);6 520 ₽;Пост в ленте;2 794 ₽;Stories
Аксинья;Москва, Россия;6 035;<span>41%</span>;2 893 ₽;Пост + Stories;1 446 ₽;Серия Stories (3-5);2 025 ₽;Пост в ленте;867 ₽;Stories
Людмила;Камышин, Россия;1 405;<span>13%</span>;703 ₽;Пост + Stories;351 ₽;Серия Stories (3-5);492 ₽;Пост в ленте;210 ₽;Stories
DARYA;Новосибирск, Россия;1 200;<span>10%</span>;600 ₽;Пост + Stories;300 ₽;Серия Stories (3-5);420 ₽;Пост в ленте;180 ₽;Stories
Татьяна;Иваново, Россия;6 305;<span>36%</span>;2 988 ₽;Пост + Stories;1 494 ₽;Серия Stories (3-5);2 091 ₽;Пост в ленте;896 ₽;Stories
Никита;Москва, Россия;24 911;<span>23%</span>;9 036 ₽;Пост + Stories;4 518 ₽;Серия Stories (3-5);6 325 ₽;Пост в ленте;2 710 ₽;Stories
Гюнай;Москва, Россия;4 090;<span>18%</span>;2 045 ₽;Пост + Stories;1 022 ₽;Серия Stories (3-5);1 431 ₽;Пост в ленте;613 ₽;Stories
Армине;Москва, Россия;692;<span>15%</span>;346 ₽;Пост + Stories;173 ₽;Серия Stories (3-5);242 ₽;Пост в ленте;103 ₽;Stories
Елена;Санкт-Петербург, Россия;617;<span>11%</span>;309 ₽;Пост + Stories;154 ₽;Серия Stories (3-5);216 ₽;Пост в ленте;92 ₽;Stories
Сергей;Москва, Россия;4 777;<span>20%</span>;2 389 ₽;Пост + Stories;1 194 ₽;Серия Stories (3-5);1 672 ₽;Пост в ленте;716 ₽;Stories
Кристина;Москва, Россия;7 315;<span>14%</span>;3 319 ₽;Пост + Stories;1 659 ₽;Серия Stories (3-5);2 323 ₽;Пост в ленте;995 ₽;Stories
Алексей;Пермь, Россия;1 062;<span>31%</span>;531 ₽;Пост + Stories;265 ₽;Серия Stories (3-5);371 ₽;Пост в ленте;159 ₽;Stories
Екатерина;Хабаровск, Россия;754;<span>21%</span>;377 ₽;Пост + Stories;188 ₽;Серия Stories (3-5);263 ₽;Пост в ленте;113 ₽;Stories
Татьяна;Тула, Россия;3 104;<span>30%</span>;1 552 ₽;Пост + Stories;776 ₽;Серия Stories (3-5);1 086 ₽;Пост в ленте;465 ₽;Stories
Наталья;Раменское, Россия;1 214;<span>25%</span>;607 ₽;Пост + Stories;303 ₽;Серия Stories (3-5);424 ₽;Пост в ленте;182 ₽;Stories
Марина;Псков, Россия;73 484;<span>45%</span>;20 320 ₽;Пост + Stories;10 160 ₽;Серия Stories (3-5);14 224 ₽;Пост в ленте;6 096 ₽;Stories
Римма;Пермь, Россия;3 953;<span>25%</span>;1 977 ₽;Пост + Stories;988 ₽;Серия Stories (3-5);1 383 ₽;Пост в ленте;593 ₽;Stories
Надежда;Ижевск, Россия;7 823;<span>33%</span>;3 470 ₽;Пост + Stories;1 735 ₽;Серия Stories (3-5);2 429 ₽;Пост в ленте;1 041 ₽;Stories
Виктория;Химки, Россия;6 727;<span>37%</span>;3 131 ₽;Пост + Stories;1 565 ₽;Серия Stories (3-5);2 191 ₽;Пост в ленте;939 ₽;Stories
Дарья;Москва, Россия;813;<span>39%</span>;407 ₽;Пост + Stories;203 ₽;Серия Stories (3-5);284 ₽;Пост в ленте;122 ₽;Stories
Анастасия;Москва, Россия;858;<span>17%</span>;429 ₽;Пост + Stories;214 ₽;Серия Stories (3-5);300 ₽;Пост в ленте;128 ₽;Stories
Мария;Санкт-Петербург, Россия;135 138;<span>36%</span>;33 257 ₽;Пост + Stories;16 628 ₽;Серия Stories (3-5);23 279 ₽;Пост в ленте;9 977 ₽;Stories
Полина;Санкт-Петербург, Россия;6 221;<span>18%</span>;2 959 ₽;Пост + Stories;1 479 ₽;Серия Stories (3-5);2 071 ₽;Пост в ленте;887 ₽;Stories
Юлия;Екатеринбург, Россия;8 779;<span>40%</span>;3 726 ₽;Пост + Stories;1 863 ₽;Серия Stories (3-5);2 608 ₽;Пост в ленте;1 117 ₽;Stories
Филипп;Москва, Россия;14 517;<span>51%</span>;5 643 ₽;Пост + Stories;2 821 ₽;Серия Stories (3-5);3 950 ₽;Пост в ленте;1 692 ₽;Stories
Варвара;Москва, Россия;2 600;<span>45%</span>;1 300 ₽;Пост + Stories;650 ₽;Серия Stories (3-5);909 ₽;Пост в ленте;390 ₽;Stories
Инна;Магнитогорск, Россия;61 703;<span>37%</span>;17 789 ₽;Пост + Stories;8 894 ₽;Серия Stories (3-5);12 452 ₽;Пост в ленте;5 336 ₽;Stories
Катерина;Екатеринбург, Россия;706;<span>28%</span>;353 ₽;Пост + Stories;176 ₽;Серия Stories (3-5);247 ₽;Пост в ленте;105 ₽;Stories
Дарья;Самара, Россия;121 759;<span>33%</span>;30 145 ₽;Пост + Stories;15 072 ₽;Серия Stories (3-5);21 101 ₽;Пост в ленте;9 043 ₽;Stories
Надежда;Москва, Россия;63 446;<span>38%</span>;18 181 ₽;Пост + Stories;9 090 ₽;Серия Stories (3-5);12 726 ₽;Пост в ленте;5 454 ₽;Stories
Мария;Томск, Россия;8 989;<span>25%</span>;3 777 ₽;Пост + Stories;1 888 ₽;Серия Stories (3-5);2 643 ₽;Пост в ленте;1 133 ₽;Stories
Регина;Набережные Челны, Россия;1 350;<span>21%</span>;675 ₽;Пост + Stories;337 ₽;Серия Stories (3-5);472 ₽;Пост в ленте;202 ₽;Stories
Аня;Москва, Россия;3 073;<span>26%</span>;1 537 ₽;Пост + Stories;768 ₽;Серия Stories (3-5);1 075 ₽;Пост в ленте;461 ₽;Stories
Ирина;Красноярск, Россия;608;<span>11%</span>;304 ₽;Пост + Stories;152 ₽;Серия Stories (3-5);212 ₽;Пост в ленте;91 ₽;Stories
Kristina;Барнаул, Россия;502;<span>21%</span>;251 ₽;Пост + Stories;125 ₽;Серия Stories (3-5);175 ₽;Пост в ленте;75 ₽;Stories
Анастасия;Зеленоград, Россия;10 481;<span>24%</span>;4 180 ₽;Пост + Stories;2 090 ₽;Серия Stories (3-5);2 926 ₽;Пост в ленте;1 254 ₽;Stories
Ольга;Томск, Россия;29 605;<span>24%</span>;10 391 ₽;Пост + Stories;5 195 ₽;Серия Stories (3-5);7 273 ₽;Пост в ленте;3 117 ₽;Stories
Olga;Саратов, Россия;4 664;<span>34%</span>;2 332 ₽;Пост + Stories;1 166 ₽;Серия Stories (3-5);1 632 ₽;Пост в ленте;699 ₽;Stories
Лариса;Красноярск, Россия;18 298;<span>19%</span>;6 940 ₽;Пост + Stories;3 470 ₽;Серия Stories (3-5);4 858 ₽;Пост в ленте;2 082 ₽;Stories
Анна;Москва, Россия;12 537;<span>38%</span>;4 935 ₽;Пост + Stories;2 467 ₽;Серия Stories (3-5);3 454 ₽;Пост в ленте;1 480 ₽;Stories
Ольга;Екатеринбург, Россия;9 790;<span>24%</span>;3 957 ₽;Пост + Stories;1 978 ₽;Серия Stories (3-5);2 769 ₽;Пост в ленте;1 187 ₽;Stories
Никита;Москва, Россия;10 631;<span>28%</span>;4 236 ₽;Пост + Stories;2 118 ₽;Серия Stories (3-5);2 965 ₽;Пост в ленте;1 270 ₽;Stories
Дарья;Саратов, Россия;6 122;<span>22%</span>;2 924 ₽;Пост + Stories;1 462 ₽;Серия Stories (3-5);2 046 ₽;Пост в ленте;877 ₽;Stories
Марина;Ростов-на-Дону, Россия;1 289;<span>24%</span>;645 ₽;Пост + Stories;322 ₽;Серия Stories (3-5);451 ₽;Пост в ленте;193 ₽;Stories
Анастасия;Ставрополь, Россия;575;<span>24%</span>;288 ₽;Пост + Stories;144 ₽;Серия Stories (3-5);201 ₽;Пост в ленте;86 ₽;Stories
Наталья;Казань, Россия;2 089;<span>30%</span>;1 045 ₽;Пост + Stories;522 ₽;Серия Stories (3-5);731 ₽;Пост в ленте;313 ₽;Stories
Наталья;Пенза, Россия;2 003;<span>38%</span>;1 002 ₽;Пост + Stories;501 ₽;Серия Stories (3-5);701 ₽;Пост в ленте;300 ₽;Stories
Евгения;Волгоград, Россия;2 176;<span>36%</span>;1 088 ₽;Пост + Stories;544 ₽;Серия Stories (3-5);761 ₽;Пост в ленте;326 ₽;Stories
Мария;Воронеж, Россия;3 428;<span>29%</span>;1 714 ₽;Пост + Stories;857 ₽;Серия Stories (3-5);1 199 ₽;Пост в ленте;514 ₽;Stories
Анна;Самара, Россия;572;<span>19%</span>;286 ₽;Пост + Stories;143 ₽;Серия Stories (3-5);200 ₽;Пост в ленте;85 ₽;Stories
Жанна;Москва, Россия;5 780;<span>26%</span>;2 800 ₽;Пост + Stories;1 400 ₽;Серия Stories (3-5);1 959 ₽;Пост в ленте;840 ₽;Stories
Мария;Москва, Россия;7 862;<span>20%</span>;3 481 ₽;Пост + Stories;1 740 ₽;Серия Stories (3-5);2 436 ₽;Пост в ленте;1 044 ₽;Stories
Глеб;Санкт-Петербург, Россия;23 824;<span>26%</span>;8 706 ₽;Пост + Stories;4 353 ₽;Серия Stories (3-5);6 094 ₽;Пост в ленте;2 611 ₽;Stories
Иван;Москва, Россия;5 125;<span>43%</span>;2 550 ₽;Пост + Stories;1 275 ₽;Серия Stories (3-5);1 785 ₽;Пост в ленте;765 ₽;Stories
Мария;Ростов-на-Дону, Россия;5 185;<span>36%</span>;2 573 ₽;Пост + Stories;1 286 ₽;Серия Stories (3-5);1 801 ₽;Пост в ленте;771 ₽;Stories
Жанна;Санкт-Петербург, Россия;15 014;<span>29%</span>;5 817 ₽;Пост + Stories;2 908 ₽;Серия Stories (3-5);4 071 ₽;Пост в ленте;1 745 ₽;Stories
Карина;Москва, Россия;2 652;<span>14%</span>;1 326 ₽;Пост + Stories;663 ₽;Серия Stories (3-5);928 ₽;Пост в ленте;397 ₽;Stories
Яна;Санкт-Петербург, Россия;6 439;<span>27%</span>;3 034 ₽;Пост + Stories;1 517 ₽;Серия Stories (3-5);2 123 ₽;Пост в ленте;910 ₽;Stories
Евгений;Барнаул, Россия;10 696;<span>43%</span>;4 260 ₽;Пост + Stories;2 130 ₽;Серия Stories (3-5);2 982 ₽;Пост в ленте;1 278 ₽;Stories
София;Москва, Россия;3 822;<span>23%</span>;1 911 ₽;Пост + Stories;955 ₽;Серия Stories (3-5);1 337 ₽;Пост в ленте;573 ₽;Stories
Anastasiya;Москва, Россия;1 946;<span>29%</span>;973 ₽;Пост + Stories;486 ₽;Серия Stories (3-5);681 ₽;Пост в ленте;291 ₽;Stories
Аня;Саранск, Россия;831;<span>26%</span>;416 ₽;Пост + Stories;208 ₽;Серия Stories (3-5);291 ₽;Пост в ленте;124 ₽;Stories
Masha;Москва, Россия;1 232;<span>22%</span>;616 ₽;Пост + Stories;308 ₽;Серия Stories (3-5);431 ₽;Пост в ленте;184 ₽;Stories
Антон;Москва, Россия;38 452;<span>40%</span>;12 646 ₽;Пост + Stories;6 323 ₽;Серия Stories (3-5);8 852 ₽;Пост в ленте;3 793 ₽;Stories
Anna;Санкт-Петербург, Россия;2 504;<span>18%</span>;1 252 ₽;Пост + Stories;626 ₽;Серия Stories (3-5);876 ₽;Пост в ленте;375 ₽;Stories
Лариса;Москва, Россия;2 126;<span>15%</span>;1 063 ₽;Пост + Stories;531 ₽;Серия Stories (3-5);744 ₽;Пост в ленте;318 ₽;Stories
Лея;Москва, Россия;4 207;<span>17%</span>;2 104 ₽;Пост + Stories;1 052 ₽;Серия Stories (3-5);1 472 ₽;Пост в ленте;631 ₽;Stories
Екатерина;Москва, Россия;2 071;<span>30%</span>;1 036 ₽;Пост + Stories;518 ₽;Серия Stories (3-5);725 ₽;Пост в ленте;310 ₽;Stories
Кристина;Новокузнецк, Россия;1 409;<span>23%</span>;705 ₽;Пост + Stories;352 ₽;Серия Stories (3-5);493 ₽;Пост в ленте;211 ₽;Stories
