Name;Location;Audience;Audience_Qaulity;Price1;Post_kind1;Price2;Post_kind2;Price3;Post_kind3;Price4;Post_kind4
Геворк;Москва, Россия;3 295;<span>24%</span>;1 812 ₽;Пост + Stories;906 ₽;Серия Stories (3-5);1 268 ₽;Пост в ленте;543 ₽;Stories
Diana;Санкт-Петербург, Россия;8 176;<span>29%</span>;3 925 ₽;Пост + Stories;1 962 ₽;Серия Stories (3-5);2 747 ₽;Пост в ленте;1 177 ₽;Stories
Кристина;Москва, Россия;5 694;<span>38%</span>;3 044 ₽;Пост + Stories;1 522 ₽;Серия Stories (3-5);2 130 ₽;Пост в ленте;913 ₽;Stories
Дарья;Самара, Россия;4 457;<span>37%</span>;2 451 ₽;Пост + Stories;1 225 ₽;Серия Stories (3-5);1 715 ₽;Пост в ленте;735 ₽;Stories
Дарья;Москва, Россия;556;<span>25%</span>;305 ₽;Пост + Stories;152 ₽;Серия Stories (3-5);213 ₽;Пост в ленте;91 ₽;Stories
Daria;Москва, Россия;1 747;<span>16%</span>;961 ₽;Пост + Stories;480 ₽;Серия Stories (3-5);672 ₽;Пост в ленте;288 ₽;Stories
Alfiya;Альметьевск, Россия;2 705;<span>12%</span>;1 488 ₽;Пост + Stories;744 ₽;Серия Stories (3-5);1 041 ₽;Пост в ленте;446 ₽;Stories
Максим;Москва, Россия;655;<span>13%</span>;360 ₽;Пост + Stories;180 ₽;Серия Stories (3-5);251 ₽;Пост в ленте;108 ₽;Stories
Татьяна;Владивосток, Россия;56 067;<span>44%</span>;18 128 ₽;Пост + Stories;9 064 ₽;Серия Stories (3-5);12 689 ₽;Пост в ленте;5 438 ₽;Stories
Ольга;Санкт-Петербург, Россия;5 084;<span>26%</span>;2 786 ₽;Пост + Stories;1 393 ₽;Серия Stories (3-5);1 950 ₽;Пост в ленте;835 ₽;Stories
Anastasia;Москва, Россия;10 241;<span>21%</span>;4 499 ₽;Пост + Stories;2 249 ₽;Серия Stories (3-5);3 149 ₽;Пост в ленте;1 349 ₽;Stories
Анастасия;Москва, Россия;2 777;<span>25%</span>;1 527 ₽;Пост + Stories;763 ₽;Серия Stories (3-5);1 068 ₽;Пост в ленте;458 ₽;Stories
Яна;Санкт-Петербург, Россия;2 732;<span>20%</span>;1 502 ₽;Пост + Stories;751 ₽;Серия Stories (3-5);1 051 ₽;Пост в ленте;450 ₽;Stories
Антон;Москва, Россия;24 668;<span>24%</span>;9 859 ₽;Пост + Stories;4 929 ₽;Серия Stories (3-5);6 901 ₽;Пост в ленте;2 957 ₽;Stories
Виталий;Краснодар, Россия;64 159;<span>37%</span>;20 172 ₽;Пост + Stories;10 086 ₽;Серия Stories (3-5);14 120 ₽;Пост в ленте;6 051 ₽;Stories
Ирина;Москва, Россия;13 798;<span>17%</span>;5 926 ₽;Пост + Stories;2 963 ₽;Серия Stories (3-5);4 148 ₽;Пост в ленте;1 777 ₽;Stories
Валерия;Москва, Россия;46 803;<span>36%</span>;15 856 ₽;Пост + Stories;7 928 ₽;Серия Stories (3-5);11 099 ₽;Пост в ленте;4 756 ₽;Stories
Инна;Москва, Россия;795;<span>39%</span>;437 ₽;Пост + Stories;218 ₽;Серия Stories (3-5);305 ₽;Пост в ленте;131 ₽;Stories
Татьяна;Москва, Россия;2 153;<span>20%</span>;1 184 ₽;Пост + Stories;592 ₽;Серия Stories (3-5);828 ₽;Пост в ленте;355 ₽;Stories
Яна;Набережные Челны, Россия;754;<span>23%</span>;414 ₽;Пост + Stories;207 ₽;Серия Stories (3-5);289 ₽;Пост в ленте;124 ₽;Stories
Ирина;Хабаровск, Россия;7 325;<span>45%</span>;3 654 ₽;Пост + Stories;1 827 ₽;Серия Stories (3-5);2 557 ₽;Пост в ленте;1 096 ₽;Stories
Ксения;Москва, Россия;460 476;<span>44%</span>;106 343 ₽;Пост + Stories;53 171 ₽;Серия Stories (3-5);74 440 ₽;Пост в ленте;31 902 ₽;Stories
Наталия;Санкт-Петербург, Россия;2 996;<span>29%</span>;1 647 ₽;Пост + Stories;823 ₽;Серия Stories (3-5);1 152 ₽;Пост в ленте;494 ₽;Stories
Изольда;Орёл, Россия;3 163;<span>38%</span>;1 740 ₽;Пост + Stories;870 ₽;Серия Stories (3-5);1 218 ₽;Пост в ленте;522 ₽;Stories
Дарья;Томск, Россия;2 807;<span>22%</span>;1 544 ₽;Пост + Stories;772 ₽;Серия Stories (3-5);1 080 ₽;Пост в ленте;463 ₽;Stories
Maria;Екатеринбург, Россия;547;<span>13%</span>;301 ₽;Пост + Stories;150 ₽;Серия Stories (3-5);210 ₽;Пост в ленте;90 ₽;Stories
Анна;Казань, Россия;12 625;<span>34%</span>;5 463 ₽;Пост + Stories;2 731 ₽;Серия Stories (3-5);3 824 ₽;Пост в ленте;1 638 ₽;Stories
Екатерина;Москва, Россия;29 389;<span>25%</span>;11 364 ₽;Пост + Stories;5 682 ₽;Серия Stories (3-5);7 954 ₽;Пост в ленте;3 409 ₽;Stories
Анастасия;Тула, Россия;1 235;<span>26%</span>;679 ₽;Пост + Stories;339 ₽;Серия Stories (3-5);475 ₽;Пост в ленте;203 ₽;Stories
Ирина;Краснодар, Россия;1 798;<span>24%</span>;988 ₽;Пост + Stories;494 ₽;Серия Stories (3-5);691 ₽;Пост в ленте;296 ₽;Stories
Надя;Санкт-Петербург, Россия;4 490;<span>38%</span>;2 469 ₽;Пост + Stories;1 234 ₽;Серия Stories (3-5);1 728 ₽;Пост в ленте;740 ₽;Stories
Елена;Нижний Тагил, Россия;3 259;<span>40%</span>;1 793 ₽;Пост + Stories;896 ₽;Серия Stories (3-5);1 255 ₽;Пост в ленте;537 ₽;Stories
Екатерина;Санкт-Петербург, Россия;8 932;<span>29%</span>;4 140 ₽;Пост + Stories;2 070 ₽;Серия Stories (3-5);2 898 ₽;Пост в ленте;1 242 ₽;Stories
Оксана;Москва, Россия;32 576;<span>33%</span>;12 311 ₽;Пост + Stories;6 155 ₽;Серия Stories (3-5);8 617 ₽;Пост в ленте;3 693 ₽;Stories
Евгений;Москва, Россия;27 889;<span>34%</span>;10 898 ₽;Пост + Stories;5 449 ₽;Серия Stories (3-5);7 628 ₽;Пост в ленте;3 269 ₽;Stories
Анна;Санкт-Петербург, Россия;2 820;<span>20%</span>;1 551 ₽;Пост + Stories;775 ₽;Серия Stories (3-5);1 085 ₽;Пост в ленте;465 ₽;Stories
Ольга;Курган, Россия;807;<span>25%</span>;444 ₽;Пост + Stories;222 ₽;Серия Stories (3-5);310 ₽;Пост в ленте;133 ₽;Stories
Елена;Краснодар, Россия;1 003;<span>23%</span>;552 ₽;Пост + Stories;276 ₽;Серия Stories (3-5);386 ₽;Пост в ленте;165 ₽;Stories
Иван;Москва, Россия;1 917;<span>14%</span>;1 054 ₽;Пост + Stories;527 ₽;Серия Stories (3-5);737 ₽;Пост в ленте;316 ₽;Stories
Оксана;Москва, Россия;660;<span>12%</span>;363 ₽;Пост + Stories;181 ₽;Серия Stories (3-5);254 ₽;Пост в ленте;108 ₽;Stories
Елена;Кемерово, Россия;106 479;<span>41%</span>;29 197 ₽;Пост + Stories;14 598 ₽;Серия Stories (3-5);20 437 ₽;Пост в ленте;8 759 ₽;Stories
Галина;Москва, Россия;2 761;<span>36%</span>;1 519 ₽;Пост + Stories;759 ₽;Серия Stories (3-5);1 063 ₽;Пост в ленте;455 ₽;Stories
Екатерина;Иркутск, Россия;13 331;<span>33%</span>;5 743 ₽;Пост + Stories;2 871 ₽;Серия Stories (3-5);4 020 ₽;Пост в ленте;1 722 ₽;Stories
Татьяна;Санкт-Петербург, Россия;3 314;<span>29%</span>;1 822 ₽;Пост + Stories;911 ₽;Серия Stories (3-5);1 275 ₽;Пост в ленте;546 ₽;Stories
Григорий;Санкт-Петербург, Россия;3 817;<span>25%</span>;2 099 ₽;Пост + Stories;1 049 ₽;Серия Stories (3-5);1 469 ₽;Пост в ленте;629 ₽;Stories
Алина;Москва, Россия;8 222;<span>28%</span>;3 939 ₽;Пост + Stories;1 969 ₽;Серия Stories (3-5);2 757 ₽;Пост в ленте;1 181 ₽;Stories
Алла;Москва, Россия;14 842;<span>38%</span>;6 332 ₽;Пост + Stories;3 166 ₽;Серия Stories (3-5);4 432 ₽;Пост в ленте;1 899 ₽;Stories
Юлия;Москва, Россия;17 320;<span>25%</span>;7 272 ₽;Пост + Stories;3 636 ₽;Серия Stories (3-5);5 090 ₽;Пост в ленте;2 181 ₽;Stories
Наталья;Санкт-Петербург, Россия;1 135;<span>27%</span>;624 ₽;Пост + Stories;312 ₽;Серия Stories (3-5);436 ₽;Пост в ленте;187 ₽;Stories
Алина;Воронеж, Россия;996;<span>11%</span>;547 ₽;Пост + Stories;273 ₽;Серия Stories (3-5);382 ₽;Пост в ленте;164 ₽;Stories
Камила;Москва, Россия;68 962;<span>52%</span>;21 319 ₽;Пост + Stories;10 659 ₽;Серия Stories (3-5);14 923 ₽;Пост в ленте;6 395 ₽;Stories
Александра;Москва, Россия;42 241;<span>29%</span>;14 841 ₽;Пост + Stories;7 420 ₽;Серия Stories (3-5);10 388 ₽;Пост в ленте;4 452 ₽;Stories
Виктория;Санкт-Петербург, Россия;16 636;<span>36%</span>;7 015 ₽;Пост + Stories;3 507 ₽;Серия Stories (3-5);4 910 ₽;Пост в ленте;2 104 ₽;Stories
Александра;Москва, Россия;6 490;<span>22%</span>;3 357 ₽;Пост + Stories;1 678 ₽;Серия Stories (3-5);2 349 ₽;Пост в ленте;1 007 ₽;Stories
Наталья;Москва, Россия;10 792;<span>21%</span>;4 724 ₽;Пост + Stories;2 362 ₽;Серия Stories (3-5);3 306 ₽;Пост в ленте;1 417 ₽;Stories
Евгений;Пятигорск, Россия;1 829;<span>43%</span>;1 006 ₽;Пост + Stories;503 ₽;Серия Stories (3-5);704 ₽;Пост в ленте;301 ₽;Stories
Анжелика;Хабаровск, Россия;703;<span>36%</span>;387 ₽;Пост + Stories;193 ₽;Серия Stories (3-5);270 ₽;Пост в ленте;116 ₽;Stories
Наталья;Москва, Россия;6 937;<span>20%</span>;3 520 ₽;Пост + Stories;1 760 ₽;Серия Stories (3-5);2 464 ₽;Пост в ленте;1 056 ₽;Stories
Оксана;Москва, Россия;17 310;<span>53%</span>;7 268 ₽;Пост + Stories;3 634 ₽;Серия Stories (3-5);5 087 ₽;Пост в ленте;2 180 ₽;Stories
Полина;Рязань, Россия;866;<span>32%</span>;476 ₽;Пост + Stories;238 ₽;Серия Stories (3-5);333 ₽;Пост в ленте;142 ₽;Stories
Оксана;Иваново, Россия;3 201;<span>22%</span>;1 761 ₽;Пост + Stories;880 ₽;Серия Stories (3-5);1 232 ₽;Пост в ленте;528 ₽;Stories
Яна;Москва, Россия;11 369;<span>23%</span>;4 959 ₽;Пост + Stories;2 479 ₽;Серия Stories (3-5);3 471 ₽;Пост в ленте;1 487 ₽;Stories
Алексей;Москва, Россия;4 939;<span>35%</span>;2 717 ₽;Пост + Stories;1 358 ₽;Серия Stories (3-5);1 901 ₽;Пост в ленте;815 ₽;Stories
Лейсан;Казань, Россия;1 573;<span>19%</span>;865 ₽;Пост + Stories;432 ₽;Серия Stories (3-5);605 ₽;Пост в ленте;259 ₽;Stories
Алёна;Краснодар, Россия;14 492;<span>36%</span>;6 197 ₽;Пост + Stories;3 098 ₽;Серия Stories (3-5);4 337 ₽;Пост в ленте;1 859 ₽;Stories
Кира;Омск, Россия;2 318;<span>20%</span>;1 274 ₽;Пост + Stories;637 ₽;Серия Stories (3-5);891 ₽;Пост в ленте;382 ₽;Stories
Анна;Зарайск, Россия;4 613;<span>39%</span>;2 537 ₽;Пост + Stories;1 268 ₽;Серия Stories (3-5);1 775 ₽;Пост в ленте;761 ₽;Stories
Анастасия;Домодедово, Россия;2 596;<span>28%</span>;1 427 ₽;Пост + Stories;713 ₽;Серия Stories (3-5);998 ₽;Пост в ленте;428 ₽;Stories
Трейси;Москва, Россия;76 503;<span>18%</span>;23 015 ₽;Пост + Stories;11 507 ₽;Серия Stories (3-5);16 110 ₽;Пост в ленте;6 904 ₽;Stories
Светлана;Москва, Россия;22 455;<span>37%</span>;9 111 ₽;Пост + Stories;4 555 ₽;Серия Stories (3-5);6 377 ₽;Пост в ленте;2 733 ₽;Stories
Мария;Ростов-на-Дону, Россия;4 004;<span>37%</span>;2 202 ₽;Пост + Stories;1 101 ₽;Серия Stories (3-5);1 541 ₽;Пост в ленте;660 ₽;Stories
Дмитрий;Москва, Россия;4 985;<span>30%</span>;2 742 ₽;Пост + Stories;1 371 ₽;Серия Stories (3-5);1 919 ₽;Пост в ленте;822 ₽;Stories
Алина;Ижевск, Россия;1 009;<span>24%</span>;555 ₽;Пост + Stories;277 ₽;Серия Stories (3-5);388 ₽;Пост в ленте;166 ₽;Stories
Михаил;Москва, Россия;6 657;<span>22%</span>;3 418 ₽;Пост + Stories;1 709 ₽;Серия Stories (3-5);2 392 ₽;Пост в ленте;1 025 ₽;Stories
Inna;Москва, Россия;47 902;<span>49%</span>;16 084 ₽;Пост + Stories;8 042 ₽;Серия Stories (3-5);11 258 ₽;Пост в ленте;4 825 ₽;Stories
Olga;Москва, Россия;19 800;<span>19%</span>;8 178 ₽;Пост + Stories;4 089 ₽;Серия Stories (3-5);5 724 ₽;Пост в ленте;2 453 ₽;Stories
Roman;Москва, Россия;22 473;<span>26%</span>;9 116 ₽;Пост + Stories;4 558 ₽;Серия Stories (3-5);6 381 ₽;Пост в ленте;2 734 ₽;Stories
Валерия;Москва, Россия;3 734;<span>24%</span>;2 053 ₽;Пост + Stories;1 026 ₽;Серия Stories (3-5);1 437 ₽;Пост в ленте;615 ₽;Stories
Даниил;Казань, Россия;3 589;<span>33%</span>;1 974 ₽;Пост + Stories;987 ₽;Серия Stories (3-5);1 381 ₽;Пост в ленте;592 ₽;Stories
Николай;Новосибирск, Россия;8 714;<span>17%</span>;4 081 ₽;Пост + Stories;2 040 ₽;Серия Stories (3-5);2 856 ₽;Пост в ленте;1 224 ₽;Stories
Мелания;Москва, Россия;2 104;<span>19%</span>;1 157 ₽;Пост + Stories;578 ₽;Серия Stories (3-5);809 ₽;Пост в ленте;347 ₽;Stories
Юлия;Москва, Россия;2 310;<span>15%</span>;1 270 ₽;Пост + Stories;635 ₽;Серия Stories (3-5);889 ₽;Пост в ленте;381 ₽;Stories
Ruslan;Москва, Россия;1 026;<span>11%</span>;564 ₽;Пост + Stories;282 ₽;Серия Stories (3-5);394 ₽;Пост в ленте;169 ₽;Stories
Ира;Санкт-Петербург, Россия;43 127;<span>36%</span>;15 046 ₽;Пост + Stories;7 523 ₽;Серия Stories (3-5);10 532 ₽;Пост в ленте;4 513 ₽;Stories
Lana;Москва, Россия;1 366;<span>25%</span>;751 ₽;Пост + Stories;375 ₽;Серия Stories (3-5);525 ₽;Пост в ленте;225 ₽;Stories
Анастасия;Москва, Россия;35 995;<span>41%</span>;13 264 ₽;Пост + Stories;6 632 ₽;Серия Stories (3-5);9 284 ₽;Пост в ленте;3 979 ₽;Stories
Дарья;Ярославль, Россия;1 586;<span>19%</span>;872 ₽;Пост + Stories;436 ₽;Серия Stories (3-5);610 ₽;Пост в ленте;261 ₽;Stories
Daria;Омск, Россия;12 493;<span>37%</span>;5 410 ₽;Пост + Stories;2 705 ₽;Серия Stories (3-5);3 786 ₽;Пост в ленте;1 623 ₽;Stories
Ксения;Москва, Россия;11 445;<span>29%</span>;4 990 ₽;Пост + Stories;2 495 ₽;Серия Stories (3-5);3 493 ₽;Пост в ленте;1 497 ₽;Stories
Ксюша;Моздок, Россия;681;<span>31%</span>;375 ₽;Пост + Stories;187 ₽;Серия Stories (3-5);262 ₽;Пост в ленте;112 ₽;Stories
Екатерина;Москва, Россия;14 321;<span>46%</span>;6 131 ₽;Пост + Stories;3 065 ₽;Серия Stories (3-5);4 291 ₽;Пост в ленте;1 839 ₽;Stories
